source,target,type
1913,4269,directed
3473,5201,directed
5201,3056,directed
3056,1978,directed
1978,5097,directed
2819,6434,directed
6434,4526,directed
7896,2799,directed
2707,4103,directed
4103,2819,directed
1676,8860,directed
8388,9097,directed
3207,5846,directed
4214,817,directed
817,4269,directed
1323,9182,directed
9182,4676,directed
2741,6894,directed
6894,6951,directed
9013,7160,directed
7160,5742,directed
7160,2044,directed
2044,7427,directed
2044,7427,directed
2044,6894,directed
1669,636,directed
636,457,directed
457,1972,directed
8577,115,directed
9549,7854,directed
7854,5194,directed
8381,8011,directed
8011,8328,directed
8328,294,directed
294,4965,directed
4965,6799,directed
1724,5651,directed
5651,4269,directed
1107,365,directed
365,6034,directed
6034,6943,directed
2856,1669,directed
1669,5651,directed
7991,4269,directed
4269,3985,directed
7032,636,directed
636,4269,directed
5352,5742,directed
7822,8739,directed
3123,8893,directed
8893,1972,directed
8893,6828,directed
6249,2593,directed
6249,8242,directed
8242,1829,directed
1829,6437,directed
6437,2768,directed
2768,1972,directed
2768,1972,directed
2768,7184,directed
6602,7957,directed
420,826,directed
826,5440,directed
9473,3621,directed
3621,826,directed
8328,6106,directed
6106,4175,directed
4175,883,directed
883,1972,directed
7110,8514,directed
6106,7663,directed
1401,2901,directed
2901,8322,directed
8322,3985,directed
1913,3985,directed
1913,8390,directed
8189,1913,directed
1913,6894,directed
9516,39,directed
39,39,directed
39,5454,directed
5454,3056,directed
3056,8739,directed
8739,2454,directed
8739,8520,directed
8520,5518,directed
8520,3473,directed
3473,115,directed
5271,8733,directed
8733,6501,directed
7110,8514,directed
4518,2593,directed
2707,8775,directed
8775,514,directed
9252,4269,directed
398,6079,directed
2415,8429,directed
5928,1221,directed
1221,3343,directed
3343,3343,directed
3343,8242,directed
8242,1438,directed
721,313,directed
982,3775,directed
3775,7033,directed
2415,4741,directed
4480,7627,directed
5352,1411,directed
1411,762,directed
2415,9252,directed
6106,4427,directed
4427,2183,directed
9198,8429,directed
7608,2473,directed
2473,6437,directed
3057,8902,directed
8902,7763,directed
6416,6853,directed
6853,1257,directed
1257,9181,directed
4864,3105,directed
3105,8639,directed
3827,2734,directed
3827,2734,directed
3827,4471,directed
2481,837,directed
4914,4269,directed
6507,2901,directed
2901,6757,directed
6757,5353,directed
5353,5674,directed
6437,2454,directed
2454,7985,directed
7985,4269,directed
7166,5218,directed
5218,2901,directed
2901,4531,directed
7890,4759,directed
4759,12,directed
4201,5195,directed
6189,5651,directed
420,2541,directed
2541,3609,directed
3609,1144,directed
1144,2044,directed
8456,1557,directed
2076,3189,directed
2593,5988,directed
8328,5000,directed
5000,9144,directed
9144,3061,directed
3061,7822,directed
7822,3057,directed
3057,8238,directed
8238,1373,directed
1373,4190,directed
5121,2044,directed
2044,9198,directed
9198,8429,directed
6437,2738,directed
5629,5651,directed
420,8172,directed
8172,7608,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
4082,7608,directed
7608,5377,directed
5377,837,directed
8328,826,directed
826,5166,directed
9201,3056,directed
3056,9252,directed
7049,3338,directed
7033,5988,directed
5988,2524,directed
2524,2746,directed
1107,365,directed
365,3483,directed
3483,5942,directed
8966,8698,directed
8698,4798,directed
4974,4055,directed
8381,8011,directed
9160,4774,directed
4774,5352,directed
5352,5742,directed
8829,3985,directed
3985,1840,directed
1794,6931,directed
6931,5807,directed
5807,5680,directed
3496,478,directed
8049,8733,directed
8733,6501,directed
6189,5544,directed
5544,115,directed
3621,8618,directed
4082,7608,directed
8328,602,directed
602,457,directed
3473,1488,directed
8345,421,directed
8328,5421,directed
5421,7773,directed
7773,6786,directed
2834,4526,directed
4526,5121,directed
5121,9198,directed
9198,8429,directed
694,5196,directed
6106,826,directed
2415,6062,directed
8829,437,directed
437,826,directed
826,4269,directed
2541,2902,directed
2902,3056,directed
3056,375,directed
5651,1946,directed
721,8345,directed
8345,1380,directed
1616,6418,directed
6418,420,directed
420,2541,directed
7822,8242,directed
8242,5840,directed
5840,2044,directed
4531,2734,directed
2734,4269,directed
3774,7507,directed
430,7159,directed
4393,7692,directed
7692,1829,directed
2734,1913,directed
1913,4269,directed
4269,4269,directed
2819,6434,directed
6434,4526,directed
9549,4526,directed
9549,5742,directed
5742,6153,directed
6153,3056,directed
3056,7890,directed
7755,9170,directed
9170,2888,directed
7041,1221,directed
1221,1913,directed
1913,7263,directed
7263,1472,directed
8081,8638,directed
5790,4497,directed
8350,2541,directed
2541,7905,directed
7905,1678,directed
1678,3061,directed
3061,2746,directed
2746,5711,directed
5711,5225,directed
5225,8860,directed
7264,8345,directed
8345,3799,directed
7681,972,directed
1315,8520,directed
8520,5234,directed
8328,7033,directed
7033,5822,directed
5822,5613,directed
1323,6382,directed
6106,6382,directed
8328,2109,directed
2109,5790,directed
5790,8043,directed
2856,3985,directed
3985,4214,directed
8854,4526,directed
4891,9252,directed
4072,2541,directed
3621,2593,directed
378,6116,directed
6116,3985,directed
5651,429,directed
1616,4082,directed
4082,7608,directed
7991,7822,directed
7827,5000,directed
5000,150,directed
2856,3077,directed
7747,1701,directed
5679,2856,directed
2856,5742,directed
1529,4695,directed
4695,7773,directed
7773,2541,directed
3473,6964,directed
6964,3056,directed
3056,115,directed
115,646,directed
8514,2541,directed
2541,4726,directed
5195,1829,directed
1829,5680,directed
5680,4858,directed
2734,4269,directed
8711,5742,directed
5742,7905,directed
7905,5988,directed
3415,5988,directed
3415,6692,directed
7110,8514,directed
7006,4269,directed
1667,5651,directed
5651,5655,directed
8727,12,directed
12,7773,directed
7773,5352,directed
2445,3985,directed
7591,6416,directed
6416,6416,directed
6416,965,directed
6589,6514,directed
6514,2541,directed
822,8307,directed
8307,3056,directed
3056,1203,directed
1593,3799,directed
3799,3580,directed
3580,8595,directed
8595,4526,directed
1257,7021,directed
420,2541,directed
2541,8715,directed
2541,4235,directed
4235,3056,directed
3056,621,directed
3358,7730,directed
7730,2901,directed
2901,4496,directed
3473,5201,directed
5201,3056,directed
3056,5097,directed
8328,5000,directed
5000,2201,directed
2201,3473,directed
3473,5201,directed
7767,9097,directed
982,5518,directed
5195,899,directed
4742,5859,directed
5859,563,directed
563,5586,directed
8258,1181,directed
1181,8242,directed
8242,8230,directed
5651,3985,directed
2789,1777,directed
1777,1986,directed
1986,9549,directed
9549,9549,directed
9549,4211,directed
4211,2473,directed
5899,2369,directed
7854,6704,directed
6704,5235,directed
5121,2856,directed
2856,5651,directed
5651,3056,directed
3056,9170,directed
3240,8328,directed
8328,5000,directed
5000,926,directed
926,926,directed
926,7905,directed
7905,3057,directed
3057,8447,directed
3206,4531,directed
7545,655,directed
655,6894,directed
6894,4427,directed
4427,115,directed
6106,2593,directed
8893,8329,directed
8329,5674,directed
9161,4526,directed
4526,2551,directed
2524,420,directed
420,2901,directed
2901,6514,directed
8328,5000,directed
5000,9564,directed
9564,6677,directed
2589,4984,directed
4984,5742,directed
5742,3061,directed
3061,2746,directed
2746,5988,directed
826,9144,directed
7135,5506,directed
1688,3206,directed
4014,8893,directed
8893,1829,directed
7822,3056,directed
3056,8739,directed
8739,7608,directed
108,5651,directed
6416,4480,directed
4480,2103,directed
2103,8860,directed
672,398,directed
398,4269,directed
2069,8848,directed
8848,6382,directed
420,2541,directed
2541,837,directed
1651,7442,directed
717,2055,directed
2055,3854,directed
7840,8102,directed
8110,8102,directed
8110,2707,directed
8110,433,directed
433,2044,directed
2044,5097,directed
5097,153,directed
153,1651,directed
153,4526,directed
177,7624,directed
7624,7624,directed
4033,2415,directed
4033,2045,directed
2045,7608,directed
7608,8242,directed
8242,1854,directed
1854,5491,directed
5491,5491,directed
2415,6159,directed
86,3621,directed
3621,2593,directed
2593,2524,directed
8456,3353,directed
3353,4269,directed
2799,7905,directed
7905,1678,directed
1678,3061,directed
3061,2746,directed
2746,1257,directed
1257,837,directed
2733,4526,directed
4526,5742,directed
7659,2816,directed
2816,8514,directed
8514,3895,directed
74,7806,directed
7806,8242,directed
8242,7184,directed
7110,6416,directed
6416,5000,directed
5000,3057,directed
3057,7991,directed
7933,3048,directed
420,437,directed
437,671,directed
671,8322,directed
2733,1447,directed
2733,3056,directed
3056,2909,directed
3056,5827,directed
3424,8444,directed
8444,12,directed
12,837,directed
6988,1651,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
5988,9391,directed
9391,5550,directed
289,717,directed
717,1353,directed
3350,7978,directed
6772,9064,directed
8400,7033,directed
7608,7033,directed
7608,5807,directed
5807,5194,directed
4919,5194,directed
2856,5194,directed
7590,5056,directed
5056,3056,directed
3056,115,directed
115,5000,directed
6416,9516,directed
9516,7890,directed
7890,5107,directed
5107,8860,directed
773,4645,directed
3621,7627,directed
7627,5988,directed
5651,5431,directed
5431,4269,directed
8011,9549,directed
9549,7890,directed
7890,457,directed
457,1287,directed
398,8513,directed
8513,6079,directed
7019,4022,directed
4022,7730,directed
2589,5988,directed
5988,5742,directed
3781,2353,directed
8328,5433,directed
5433,6894,directed
6894,5000,directed
9549,7890,directed
7890,7166,directed
7166,8492,directed
717,4962,directed
4962,2593,directed
5959,4597,directed
2454,4597,directed
2454,429,directed
1248,332,directed
332,1829,directed
7822,3056,directed
3056,5235,directed
3453,3056,directed
3056,3948,directed
1667,5651,directed
5651,3985,directed
3985,3056,directed
3056,5655,directed
9467,7254,directed
9329,826,directed
826,8002,directed
6989,4526,directed
4526,4526,directed
4526,3969,directed
3969,8013,directed
8013,3343,directed
3343,3343,directed
3343,2551,directed
5121,7854,directed
7854,6711,directed
6711,2901,directed
2901,5222,directed
4930,7591,directed
7591,115,directed
8592,2099,directed
2099,4335,directed
1312,7991,directed
1762,3056,directed
3056,8334,directed
8334,8717,directed
3338,3056,directed
3056,5813,directed
9549,6008,directed
6008,2734,directed
2734,3358,directed
850,6617,directed
6617,517,directed
1044,8345,directed
8345,8649,directed
8649,6704,directed
6704,8809,directed
1434,332,directed
332,2618,directed
3571,5807,directed
5807,5233,directed
9170,4526,directed
4526,3056,directed
3056,5813,directed
672,6743,directed
7110,1468,directed
1468,1829,directed
2564,6894,directed
2454,3199,directed
6876,8989,directed
8989,9097,directed
2541,7905,directed
7905,3057,directed
3057,5483,directed
5918,6894,directed
7060,6189,directed
6189,1353,directed
6416,2856,directed
2856,7426,directed
7426,7033,directed
7033,8860,directed
7125,3426,directed
6895,5651,directed
5651,3985,directed
3775,838,directed
2199,6786,directed
6786,2901,directed
2901,246,directed
8328,5000,directed
5000,6506,directed
6506,8893,directed
8893,1829,directed
5988,5742,directed
5742,4480,directed
5742,6954,directed
6777,2901,directed
2901,2901,directed
1194,8429,directed
2201,5201,directed
5201,6698,directed
6698,8809,directed
3466,8822,directed
8822,6339,directed
1411,2734,directed
5646,5807,directed
5807,1972,directed
5807,3056,directed
3056,1900,directed
1900,2901,directed
2901,4482,directed
4482,5218,directed
3854,8161,directed
8161,2055,directed
2055,4450,directed
2270,3985,directed
8456,4269,directed
8040,7822,directed
4531,8649,directed
8649,267,directed
8328,2403,directed
2403,6327,directed
6327,2613,directed
2613,6894,directed
6704,2103,directed
1826,4201,directed
3451,3056,directed
3056,7869,directed
2343,4269,directed
7755,6339,directed
7538,1199,directed
4269,1688,directed
1688,4789,directed
4789,2044,directed
5651,837,directed
2199,9252,directed
7041,2589,directed
2589,7663,directed
6416,7033,directed
7033,1031,directed
1031,8544,directed
8544,793,directed
793,793,directed
1336,2970,directed
5535,514,directed
514,5578,directed
6048,6550,directed
1071,6164,directed
6164,2044,directed
3985,2044,directed
3985,2044,directed
7102,1721,directed
2281,9030,directed
4463,1914,directed
8893,8670,directed
8670,5121,directed
8328,1109,directed
1109,3240,directed
3240,7854,directed
8011,9225,directed
9225,5807,directed
5807,115,directed
115,2541,directed
2541,7854,directed
7854,2746,directed
8101,4269,directed
1337,7240,directed
508,2689,directed
2689,4211,directed
4211,6042,directed
645,6437,directed
6437,9097,directed
420,826,directed
826,7606,directed
7606,7790,directed
9516,9614,directed
9614,8242,directed
8242,9594,directed
8242,9594,directed
4369,8551,directed
2343,8551,directed
6349,429,directed
8390,8131,directed
6858,8429,directed
2343,4526,directed
4526,2418,directed
2418,9252,directed
9252,9134,directed
9134,5965,directed
8676,990,directed
990,2282,directed
2707,2819,directed
2819,4501,directed
8328,7890,directed
7890,1168,directed
1168,2541,directed
2541,7905,directed
7905,1678,directed
6255,6704,directed
6704,6704,directed
4741,5928,directed
5928,7659,directed
7659,2547,directed
4682,4269,directed
4269,2270,directed
6437,4526,directed
4526,5195,directed
5195,9395,directed
719,2901,directed
2901,5222,directed
5816,2165,directed
4369,4741,directed
5196,5056,directed
2856,7996,directed
7991,4064,directed
1065,4247,directed
4247,5528,directed
5528,8520,directed
8520,1353,directed
1353,8608,directed
8608,7600,directed
2099,3352,directed
3352,2044,directed
1887,1128,directed
8822,8649,directed
7868,7608,directed
8643,3955,directed
3955,4480,directed
4480,5844,directed
5717,9230,directed
9230,3056,directed
3056,3955,directed
8238,4211,directed
4211,4787,directed
7591,3985,directed
5329,2044,directed
2044,6894,directed
4215,7608,directed
6349,9197,directed
9197,2202,directed
3426,6383,directed
6383,5885,directed
837,6164,directed
982,5518,directed
5518,826,directed
6079,8513,directed
8513,2816,directed
2816,7822,directed
2275,6617,directed
2734,4269,directed
4269,7985,directed
7942,2007,directed
2007,3056,directed
3056,115,directed
6106,826,directed
826,8172,directed
9205,2799,directed
294,3240,directed
3240,6383,directed
6383,4944,directed
5121,2055,directed
2055,1829,directed
1829,2901,directed
2901,6888,directed
809,3056,directed
3056,4741,directed
4741,8520,directed
8520,5451,directed
533,8520,directed
8520,6111,directed
9030,5194,directed
5194,8520,directed
8520,4944,directed
5742,9473,directed
9473,2044,directed
5121,5305,directed
5651,5674,directed
5674,2055,directed
2055,1829,directed
8350,3621,directed
3621,826,directed
3799,4526,directed
2874,4646,directed
4646,5544,directed
1904,4982,directed
7305,4741,directed
8328,3857,directed
3857,8514,directed
8514,9097,directed
7755,4974,directed
8328,74,directed
74,7545,directed
7545,6894,directed
4531,8456,directed
8456,2734,directed
8456,4855,directed
8157,5746,directed
5463,5056,directed
8238,5742,directed
5742,4994,directed
4994,5680,directed
7800,6888,directed
7991,7870,directed
7870,7905,directed
7905,3057,directed
3057,7991,directed
253,8345,directed
8345,6895,directed
837,3351,directed
3351,2541,directed
1031,7033,directed
7033,12,directed
9215,8520,directed
8520,8520,directed
3969,2566,directed
2566,2119,directed
3571,6013,directed
6447,5892,directed
5892,837,directed
4099,5352,directed
5352,5742,directed
9144,5742,directed
5609,826,directed
8486,3056,directed
3056,8990,directed
8990,8279,directed
7838,1327,directed
7369,7110,directed
39,9198,directed
9198,8429,directed
420,2541,directed
2541,7905,directed
7905,3355,directed
3355,8790,directed
3969,4974,directed
4974,115,directed
284,115,directed
284,3473,directed
3473,8137,directed
922,8063,directed
2541,8524,directed
8524,9062,directed
420,837,directed
3279,5717,directed
5518,4995,directed
4995,3388,directed
3199,2454,directed
2454,7985,directed
7985,4269,directed
7356,2270,directed
2270,837,directed
7755,9170,directed
9170,2888,directed
2888,3789,directed
3789,4974,directed
8328,4974,directed
8328,2201,directed
2201,2201,directed
7608,2799,directed
1388,5651,directed
5375,9252,directed
9252,8242,directed
8242,2819,directed
420,2541,directed
2541,7905,directed
7905,3355,directed
3355,8790,directed
5651,3985,directed
2415,6602,directed
1701,1353,directed
1353,5000,directed
5000,826,directed
826,826,directed
826,1701,directed
1701,1065,directed
7755,8374,directed
8374,5807,directed
5807,6954,directed
5807,7019,directed
7240,8520,directed
8520,5742,directed
5742,3059,directed
3059,3059,directed
3059,3059,directed
3059,9343,directed
8328,420,directed
420,1403,directed
6416,5742,directed
5742,6773,directed
6773,5235,directed
3245,5651,directed
7608,2799,directed
2799,3056,directed
3056,115,directed
115,5000,directed
3621,6276,directed
6276,5988,directed
5121,2044,directed
2044,3614,directed
3614,421,directed
4036,7854,directed
7854,3056,directed
3056,5410,directed
420,2541,directed
2541,7905,directed
7905,9391,directed
9391,9343,directed
9343,185,directed
185,646,directed
8739,1487,directed
1487,7905,directed
7905,4000,directed
4000,4237,directed
1557,5988,directed
5705,5196,directed
5196,6704,directed
5121,3951,directed
3951,8900,directed
8900,8799,directed
8328,7608,directed
7608,1112,directed
3566,2541,directed
7824,4531,directed
4531,2734,directed
4590,12,directed
5151,6434,directed
6434,4526,directed
8374,3056,directed
3056,6339,directed
4930,7591,directed
7591,1972,directed
837,7905,directed
7905,7890,directed
7890,1678,directed
1678,3189,directed
1667,5651,directed
420,2541,directed
2541,6680,directed
6680,3056,directed
3056,8307,directed
2512,1912,directed
1912,7985,directed
7985,4269,directed
8011,621,directed
621,621,directed
621,6680,directed
1768,9549,directed
9549,457,directed
457,849,directed
849,5742,directed
7023,5742,directed
2369,3056,directed
3056,4741,directed
7681,602,directed
7917,916,directed
4480,7905,directed
7905,3215,directed
3215,3056,directed
3056,4994,directed
4994,4480,directed
1411,1487,directed
1487,3353,directed
420,8322,directed
8322,420,directed
420,1401,directed
6895,8933,directed
8933,5651,directed
1258,3109,directed
7110,8514,directed
8514,6416,directed
6416,1257,directed
1257,3922,directed
3922,7608,directed
4996,7991,directed
7991,837,directed
7991,7041,directed
8328,5000,directed
5000,7896,directed
7896,5056,directed
7033,826,directed
5121,2044,directed
2044,4480,directed
4480,9070,directed
9252,7997,directed
7997,7608,directed
5194,8520,directed
8520,4944,directed
3801,398,directed
6074,8539,directed
8328,8539,directed
8328,7184,directed
8011,4214,directed
4214,837,directed
5613,837,directed
5609,2541,directed
2541,7905,directed
7905,1678,directed
9030,3156,directed
2856,3859,directed
5279,3038,directed
2270,5742,directed
3075,8520,directed
8520,5885,directed
8158,3056,directed
3056,9375,directed
9375,4269,directed
6288,8013,directed
8013,9089,directed
9089,313,directed
2734,4269,directed
4214,2541,directed
2541,2746,directed
2746,3358,directed
3358,1084,directed
850,2397,directed
8649,5694,directed
3641,4428,directed
4480,7590,directed
7590,7608,directed
9212,2734,directed
2734,2897,directed
2897,368,directed
8328,5000,directed
5000,5822,directed
717,7194,directed
7194,2901,directed
2901,1829,directed
2415,2343,directed
3056,2044,directed
2044,2044,directed
2044,6894,directed
2202,6628,directed
6628,3056,directed
3056,6349,directed
3621,7905,directed
7905,2184,directed
2184,8520,directed
8520,2044,directed
2044,8514,directed
8514,3879,directed
3491,1829,directed
5352,4160,directed
1257,5651,directed
1738,4211,directed
4211,3077,directed
5515,536,directed
5963,4362,directed
9522,8989,directed
5963,3056,directed
3056,6382,directed
5991,401,directed
5473,401,directed
1979,5626,directed
8893,289,directed
289,717,directed
717,2972,directed
8328,5000,directed
5000,981,directed
981,3951,directed
3951,2071,directed
3951,3440,directed
7033,8436,directed
8436,8520,directed
8520,115,directed
8296,2397,directed
2397,1913,directed
1913,4362,directed
5245,352,directed
352,3056,directed
3056,4727,directed
3799,7033,directed
5305,2551,directed
2551,4526,directed
7991,4889,directed
4889,1312,directed
7816,7190,directed
3199,5720,directed
5195,572,directed
572,4269,directed
3621,9252,directed
9252,5988,directed
9252,429,directed
6179,3985,directed
3621,39,directed
39,5988,directed
224,8242,directed
8242,6888,directed
1065,7889,directed
9269,5651,directed
5651,823,directed
823,3056,directed
3056,6272,directed
6272,4531,directed
8328,5742,directed
5742,4682,directed
3056,4682,directed
3056,4568,directed
7747,8963,directed
8963,636,directed
2581,7033,directed
7033,5988,directed
2216,4396,directed
6387,2103,directed
2103,4269,directed
7681,5651,directed
3358,8242,directed
8242,4944,directed
4944,4944,directed
645,9097,directed
7135,6901,directed
5959,4597,directed
4269,8649,directed
8649,104,directed
5121,2044,directed
2044,1071,directed
1071,6894,directed
4036,3056,directed
3056,2454,directed
2454,420,directed
420,826,directed
2103,4269,directed
2103,7747,directed
7747,4396,directed
3338,8168,directed
8168,8168,directed
8168,5902,directed
9591,5902,directed
7019,837,directed
4229,1103,directed
1103,3056,directed
3056,3056,directed
6518,4531,directed
7820,4728,directed
6387,2103,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
5988,9542,directed
9542,7562,directed
7562,8670,directed
6153,7033,directed
289,429,directed
289,2415,directed
3206,7905,directed
7905,7499,directed
7499,115,directed
115,5000,directed
5000,9134,directed
9134,8492,directed
8492,9550,directed
9550,8058,directed
8011,5196,directed
5196,1065,directed
1065,1992,directed
1992,1992,directed
1992,6461,directed
7033,2816,directed
2816,2816,directed
5218,2999,directed
7608,2999,directed
5195,4201,directed
4201,5082,directed
5082,6349,directed
5127,3056,directed
3056,7172,directed
7172,6740,directed
9414,4974,directed
4341,1610,directed
1610,3056,directed
3056,7041,directed
7033,7905,directed
7905,86,directed
86,6777,directed
6777,7890,directed
7890,7890,directed
2734,4269,directed
1128,3775,directed
8739,7110,directed
7110,1312,directed
420,8873,directed
8873,3056,directed
3056,6483,directed
1015,6483,directed
3621,5742,directed
5742,5742,directed
5742,2746,directed
4099,826,directed
3171,4269,directed
3171,9550,directed
9550,8396,directed
8567,5651,directed
5651,6875,directed
8986,6977,directed
5072,4741,directed
4741,837,directed
837,2816,directed
2816,7595,directed
5651,1254,directed
1254,7773,directed
7773,5651,directed
5651,5651,directed
5651,8728,directed
8728,8728,directed
3221,5807,directed
5807,115,directed
115,6774,directed
8328,826,directed
826,1403,directed
7659,3318,directed
6858,9198,directed
9198,8429,directed
138,7773,directed
7773,5320,directed
8238,3056,directed
3056,3854,directed
3854,3854,directed
5431,678,directed
645,9097,directed
7041,2589,directed
6576,2589,directed
6576,4480,directed
8011,7905,directed
7905,5000,directed
5000,1411,directed
1411,1578,directed
2551,3077,directed
3077,3056,directed
3056,3056,directed
8739,7608,directed
7608,2546,directed
2546,4951,directed
5121,2044,directed
2044,7245,directed
7245,9198,directed
9198,8429,directed
9198,2160,directed
2160,2770,directed
9549,3353,directed
3353,7214,directed
7214,5651,directed
6964,3056,directed
3056,115,directed
8328,5000,directed
5000,2129,directed
2129,4741,directed
8011,8328,directed
8328,5432,directed
5432,6773,directed
6773,3343,directed
3343,3343,directed
6481,850,directed
850,9097,directed
850,9198,directed
9198,8429,directed
8328,6617,directed
6617,4966,directed
4966,3057,directed
3057,8402,directed
8402,4562,directed
4562,6443,directed
6443,6443,directed
8328,4682,directed
4682,6375,directed
6375,8886,directed
8886,617,directed
617,8886,directed
8886,4789,directed
4789,5000,directed
8328,8218,directed
8218,2409,directed
5038,1741,directed
7689,8520,directed
8520,378,directed
378,3985,directed
3985,875,directed
6804,7342,directed
9241,3801,directed
6704,6117,directed
5385,3955,directed
6437,5991,directed
5991,401,directed
3985,4214,directed
5609,6106,directed
6106,6375,directed
6375,4518,directed
4518,7627,directed
2541,4995,directed
4995,6483,directed
6483,3056,directed
3056,4235,directed
8328,5000,directed
5000,7991,directed
7991,3061,directed
3061,5000,directed
5000,5000,directed
5000,4996,directed
2689,4365,directed
4365,4269,directed
4974,8698,directed
289,6645,directed
6645,5651,directed
4730,6382,directed
313,4526,directed
1650,115,directed
7110,8514,directed
1610,9154,directed
6416,7019,directed
8513,5651,directed
5651,837,directed
6704,9198,directed
9198,8429,directed
7755,4974,directed
8328,5000,directed
5000,2076,directed
2076,3189,directed
7920,9515,directed
9515,5651,directed
5651,2901,directed
2901,429,directed
2589,2834,directed
3954,2689,directed
2689,9470,directed
2454,3985,directed
3985,3985,directed
3985,951,directed
7541,5223,directed
4269,5651,directed
1824,221,directed
221,6191,directed
6444,5742,directed
4214,6861,directed
8328,826,directed
826,1403,directed
1403,4994,directed
4994,4269,directed
7991,4269,directed
7991,7969,directed
8739,8711,directed
2044,8711,directed
2044,6894,directed
6894,3056,directed
3056,2982,directed
9030,8388,directed
6735,4855,directed
4531,2415,directed
2415,2734,directed
2734,9627,directed
7110,8514,directed
2063,6437,directed
6437,3985,directed
3985,3985,directed
3985,3985,directed
7991,4269,directed
4269,4099,directed
2415,2734,directed
8649,4741,directed
9549,3588,directed
3588,3114,directed
3114,7184,directed
4128,6894,directed
6894,7545,directed
9549,7890,directed
7890,7890,directed
7890,429,directed
7942,2799,directed
7110,8514,directed
2253,6328,directed
5518,5352,directed
5352,4269,directed
2165,8242,directed
8242,3799,directed
8091,3859,directed
7747,4039,directed
4039,1107,directed
1128,3775,directed
3775,8860,directed
3775,9230,directed
9230,2067,directed
1188,39,directed
39,543,directed
5279,3831,directed
3831,1118,directed
1118,8638,directed
6416,4741,directed
4741,7222,directed
7222,9170,directed
9170,8595,directed
8595,4526,directed
7499,4292,directed
4292,9097,directed
9198,8429,directed
2564,2375,directed
2375,3120,directed
3120,5006,directed
3483,5502,directed
8238,1312,directed
2856,8345,directed
8345,5694,directed
6617,517,directed
517,8769,directed
378,8011,directed
8011,793,directed
793,6841,directed
6841,5352,directed
5352,378,directed
378,1353,directed
1353,5556,directed
5556,5556,directed
5556,8860,directed
8328,5000,directed
5000,9144,directed
9549,7890,directed
7890,2340,directed
2340,2541,directed
2541,3057,directed
3057,2270,directed
7451,8242,directed
8242,8809,directed
6189,5544,directed
5544,115,directed
1411,7868,directed
7868,4237,directed
4237,7942,directed
2564,1840,directed
1840,3365,directed
8328,5056,directed
5056,7890,directed
7890,2564,directed
2564,6111,directed
7508,4488,directed
4488,8649,directed
8649,9488,directed
3358,3056,directed
3056,8739,directed
8739,7356,directed
9549,4789,directed
4789,2044,directed
2044,778,directed
778,7184,directed
3654,7507,directed
663,420,directed
420,2541,directed
1257,5811,directed
5811,5651,directed
5651,9261,directed
9261,4269,directed
9198,8429,directed
8429,3056,directed
3056,2044,directed
5651,4269,directed
2874,9488,directed
6079,8513,directed
8400,1829,directed
1939,1829,directed
1939,1972,directed
8711,3879,directed
3879,6416,directed
6416,1353,directed
1353,5988,directed
5045,6894,directed
6894,7608,directed
3854,1913,directed
1913,4269,directed
9013,4214,directed
4214,5742,directed
5218,2733,directed
2733,3056,directed
3056,1900,directed
2734,4269,directed
4531,5009,directed
9516,3780,directed
3780,2593,directed
2593,1403,directed
4026,1913,directed
1913,4269,directed
3609,8649,directed
8649,2566,directed
7596,8032,directed
8032,5674,directed
3801,6079,directed
5694,4531,directed
4531,8345,directed
8345,3056,directed
3056,6339,directed
3207,7439,directed
6507,3056,directed
3056,9495,directed
9495,6711,directed
5988,5651,directed
8328,5988,directed
5988,5742,directed
5742,3621,directed
4128,6894,directed
6894,7545,directed
8328,7890,directed
7890,5822,directed
5822,7202,directed
7202,942,directed
8011,8328,directed
8328,5988,directed
5988,5742,directed
5742,5822,directed
5196,6062,directed
420,2541,directed
2541,7905,directed
7905,7589,directed
2734,4480,directed
4480,4480,directed
3473,5201,directed
5201,3056,directed
3056,5097,directed
1411,6008,directed
6008,2734,directed
2734,6079,directed
6349,6079,directed
6349,3056,directed
3056,1664,directed
1664,1664,directed
1664,9050,directed
7845,2415,directed
7845,5056,directed
7859,1353,directed
1353,6777,directed
6777,9327,directed
9327,5000,directed
5000,3017,directed
3017,670,directed
2415,3207,directed
3207,7905,directed
7905,7680,directed
695,7285,directed
7285,3056,directed
3056,7019,directed
3162,1721,directed
1721,6514,directed
6514,3499,directed
5000,9198,directed
9198,8429,directed
5870,5352,directed
762,2901,directed
2901,429,directed
8854,2704,directed
2704,4526,directed
826,7905,directed
7905,9100,directed
9100,8242,directed
8242,7255,directed
837,7230,directed
7230,4855,directed
6048,2379,directed
2379,5000,directed
5000,1829,directed
1829,8242,directed
8242,8975,directed
9,115,directed
115,5742,directed
7190,3985,directed
1105,7860,directed
4099,2541,directed
4099,3708,directed
3708,3240,directed
3240,5742,directed
8345,8429,directed
8429,3056,directed
3056,2044,directed
7019,3985,directed
3780,8502,directed
1023,2055,directed
2055,4450,directed
4450,1829,directed
8043,8118,directed
7883,1829,directed
7791,4500,directed
4500,8708,directed
9516,837,directed
837,1667,directed
1667,6118,directed
6765,7591,directed
3621,7688,directed
7688,8002,directed
1671,120,directed
2415,8505,directed
7822,336,directed
