source,target,type
6704,6419,directed
6419,3056,directed
3056,7964,directed
2856,672,directed
672,3056,directed
3056,1116,directed
7590,7608,directed
7193,3621,directed
3621,5341,directed
5341,8220,directed
8220,3550,directed
9198,8429,directed
8429,7985,directed
7985,4269,directed
4269,429,directed
2856,8479,directed
9026,3056,directed
3056,6349,directed
3775,982,directed
982,7033,directed
8011,7905,directed
7905,8011,directed
1701,229,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
837,902,directed
6592,3056,directed
3056,2551,directed
2551,8322,directed
8328,7890,directed
7890,5251,directed
5251,7860,directed
7860,5300,directed
5300,7822,directed
6437,2254,directed
2254,7056,directed
7591,7905,directed
7905,7166,directed
7166,3827,directed
3827,5651,directed
3593,3207,directed
7896,3914,directed
3473,8118,directed
8118,4168,directed
9516,7608,directed
7608,5486,directed
5486,9170,directed
8328,7890,directed
7890,5121,directed
5121,9516,directed
9516,7184,directed
7184,3588,directed
3588,3114,directed
7822,8641,directed
8641,8242,directed
8242,6164,directed
6164,3057,directed
3057,4145,directed
6079,6077,directed
6077,8513,directed
7775,3048,directed
3048,8242,directed
8242,1903,directed
4526,3412,directed
8258,3473,directed
3473,1181,directed
4341,7356,directed
6416,1411,directed
1411,7608,directed
7608,1487,directed
9547,67,directed
6735,5942,directed
5942,9488,directed
4930,7591,directed
7591,8520,directed
8520,5097,directed
5121,9516,directed
9516,2655,directed
2655,2216,directed
2216,8013,directed
8328,5742,directed
5742,7854,directed
7854,7822,directed
8400,7905,directed
7905,5000,directed
5000,1035,directed
8328,1688,directed
1688,5000,directed
289,1279,directed
1279,4770,directed
4770,6773,directed
6773,5742,directed
1978,5550,directed
5550,4526,directed
4526,4864,directed
5195,8954,directed
8954,3056,directed
3056,7041,directed
7060,3985,directed
2160,2770,directed
7019,4269,directed
1973,5742,directed
3621,4427,directed
4427,5988,directed
3621,5742,directed
8328,5742,directed
5742,4341,directed
2454,2415,directed
2415,8429,directed
1670,7600,directed
8101,2535,directed
2535,1199,directed
7792,2270,directed
3744,3954,directed
359,2734,directed
4077,8954,directed
6416,7870,directed
7870,3412,directed
3412,3609,directed
3609,1651,directed
1651,2899,directed
2899,8860,directed
8860,1373,directed
1373,2856,directed
2856,7822,directed
7883,2055,directed
2055,5235,directed
1457,3739,directed
3739,8429,directed
8429,6921,directed
6921,2746,directed
2746,7375,directed
7375,8328,directed
8328,1264,directed
1264,1028,directed
1028,7978,directed
7978,1988,directed
4531,2415,directed
2415,5844,directed
5844,4526,directed
8544,2914,directed
1323,8520,directed
8520,5451,directed
5451,478,directed
420,837,directed
837,23,directed
9212,115,directed
115,1913,directed
1913,837,directed
4477,7935,directed
7935,2819,directed
3706,7942,directed
1167,3199,directed
3199,2454,directed
2216,115,directed
115,8623,directed
1323,3056,directed
3056,4741,directed
4741,8520,directed
8520,5451,directed
8468,6117,directed
6117,6184,directed
5651,6126,directed
1323,3056,directed
3056,2882,directed
2882,2901,directed
2901,2369,directed
6749,6514,directed
8483,3768,directed
3768,8242,directed
8242,4364,directed
1563,5747,directed
5747,3056,directed
3056,5196,directed
5196,8184,directed
6617,588,directed
588,71,directed
71,8514,directed
8514,4526,directed
2103,1913,directed
1913,4269,directed
3344,2991,directed
2216,5196,directed
5196,2343,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
4682,5651,directed
5651,8963,directed
3323,5651,directed
5651,6618,directed
7964,3056,directed
3056,1900,directed
1900,1279,directed
1279,5000,directed
5000,826,directed
8756,4269,directed
7822,3056,directed
3056,3621,directed
8328,3951,directed
3951,7869,directed
7869,6601,directed
1167,2454,directed
7800,6888,directed
6888,5195,directed
2541,2901,directed
2901,5550,directed
5550,7225,directed
420,8322,directed
8322,420,directed
420,1401,directed
3476,8328,directed
8328,3240,directed
289,5549,directed
737,2901,directed
2901,7313,directed
3397,3630,directed
3473,5790,directed
5790,3056,directed
3056,3473,directed
3473,4497,directed
2856,9435,directed
9435,5651,directed
2415,9252,directed
9252,457,directed
4480,1779,directed
1779,9616,directed
3799,5056,directed
39,6249,directed
7822,4984,directed
4984,5742,directed
8739,8711,directed
5694,8345,directed
8345,3056,directed
3056,6339,directed
6506,1023,directed
1023,7608,directed
5611,9533,directed
7608,2799,directed
7110,8739,directed
1798,635,directed
635,5742,directed
9516,7890,directed
7890,677,directed
677,1639,directed
420,7870,directed
7870,7905,directed
7905,3057,directed
3057,5483,directed
4036,5963,directed
6518,6704,directed
6704,8841,directed
1157,3056,directed
3056,7507,directed
3654,4401,directed
4930,3206,directed
3206,8520,directed
8520,5097,directed
2618,1023,directed
3483,4009,directed
6416,7890,directed
7890,7267,directed
7267,8045,directed
7340,5223,directed
7967,5489,directed
3473,4497,directed
4497,1447,directed
6079,6077,directed
6077,8513,directed
8513,2816,directed
2816,7822,directed
1687,7877,directed
8513,5651,directed
5651,2241,directed
8033,9517,directed
8829,420,directed
420,826,directed
826,1840,directed
8011,5492,directed
5492,7110,directed
3426,7905,directed
7905,1257,directed
1257,5959,directed
1311,5855,directed
5855,2312,directed
398,6079,directed
9097,9276,directed
9276,3951,directed
4882,5222,directed
5222,6711,directed
7110,8514,directed
4214,4269,directed
7991,4269,directed
4269,2270,directed
7991,9261,directed
4526,7965,directed
4531,1312,directed
1312,837,directed
8639,8643,directed
7110,8739,directed
3621,2593,directed
1777,4269,directed
9387,1784,directed
108,5651,directed
5651,3985,directed
572,5195,directed
5195,4269,directed
9030,2281,directed
7591,359,directed
359,5742,directed
2193,8520,directed
8520,5000,directed
7991,7608,directed
7608,2095,directed
8328,8172,directed
8172,7547,directed
8167,9546,directed
9546,5840,directed
809,3056,directed
3056,6328,directed
12,8727,directed
8727,6895,directed
6895,8898,directed
7624,6608,directed
6608,8602,directed
3827,3562,directed
294,3240,directed
3240,981,directed
865,2397,directed
5934,995,directed
7305,8334,directed
8328,5000,directed
5000,1257,directed
1257,5651,directed
2832,8123,directed
8328,5329,directed
5329,2044,directed
2044,6894,directed
8328,5195,directed
5195,5506,directed
5506,341,directed
5329,6894,directed
6894,3256,directed
8513,6079,directed
7102,837,directed
837,3056,directed
3056,115,directed
3621,2593,directed
2593,3879,directed
3879,9516,directed
9516,5988,directed
8328,5121,directed
5121,7608,directed
7608,4944,directed
8258,5201,directed
5201,3473,directed
1388,5651,directed
5651,3985,directed
2551,9097,directed
8328,8514,directed
8514,2541,directed
2541,4578,directed
4578,4994,directed
8345,5902,directed
2343,5196,directed
5196,3056,directed
3056,115,directed
6416,7890,directed
7890,5768,directed
5768,3338,directed
8492,1117,directed
8623,9012,directed
8328,5795,directed
5795,8242,directed
8242,34,directed
34,3162,directed
3162,1065,directed
8328,5822,directed
5822,7627,directed
1792,115,directed
3056,7869,directed
7869,4613,directed
7033,5988,directed
1570,4526,directed
1135,457,directed
1323,420,directed
420,2541,directed
7219,3744,directed
1411,7608,directed
7608,1487,directed
9252,4269,directed
3955,7972,directed
6416,7033,directed
7033,4905,directed
5619,3056,directed
3056,246,directed
6960,7905,directed
7905,5000,directed
5000,4836,directed
8328,8639,directed
8639,395,directed
395,289,directed
9013,5245,directed
5245,4269,directed
4269,3056,directed
3056,7041,directed
7591,4269,directed
5433,6894,directed
617,8492,directed
8492,2734,directed
297,1913,directed
1913,4269,directed
5218,959,directed
959,5720,directed
1248,3056,directed
3056,282,directed
282,2901,directed
2901,5674,directed
535,5674,directed
5674,9216,directed
3641,3328,directed
3328,1741,directed
8328,5000,directed
5000,2135,directed
2135,7184,directed
4526,3621,directed
3621,7663,directed
8328,1436,directed
1436,12,directed
12,7627,directed
8567,8822,directed
2856,12,directed
12,8727,directed
7033,3799,directed
7942,5056,directed
6387,2103,directed
2103,4269,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
8986,1721,directed
6448,376,directed
352,3056,directed
3056,4727,directed
4727,3056,directed
3056,7110,directed
4410,3056,directed
3056,115,directed
108,5651,directed
2856,6527,directed
8293,2647,directed
2647,837,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
5209,4855,directed
9269,7630,directed
9517,376,directed
7870,9198,directed
9198,8429,directed
8429,6416,directed
6416,1353,directed
1353,3922,directed
3922,835,directed
4486,8242,directed
8242,3458,directed
3458,2416,directed
2416,5021,directed
5021,1988,directed
4501,2707,directed
2707,5235,directed
8943,6571,directed
3162,12,directed
8328,7896,directed
7896,5056,directed
5056,7991,directed
7110,8514,directed
9614,5000,directed
5000,8242,directed
8242,7066,directed
2734,3985,directed
2624,3955,directed
8328,7890,directed
7890,5282,directed
5282,2901,directed
2901,2369,directed
2369,3056,directed
3056,1972,directed
1248,3056,directed
3056,7600,directed
2564,862,directed
862,3365,directed
9252,1411,directed
1411,2343,directed
9005,4870,directed
5518,420,directed
2201,5201,directed
5201,3473,directed
8328,3951,directed
3951,5822,directed
5822,7447,directed
7447,5000,directed
8328,5742,directed
5742,6245,directed
6245,6164,directed
6164,6894,directed
4682,2593,directed
3621,7663,directed
7663,3799,directed
6002,1118,directed
1118,1487,directed
9011,4269,directed
2694,6894,directed
6894,3056,directed
3056,246,directed
3264,4996,directed
4996,7822,directed
7822,2856,directed
7369,6895,directed
6895,9484,directed
4969,7184,directed
7184,229,directed
663,3985,directed
3985,1840,directed
6766,8322,directed
289,1913,directed
1913,4269,directed
9549,5121,directed
5121,9181,directed
9181,5218,directed
5218,4789,directed
4789,7236,directed
7236,8766,directed
8766,9307,directed
9307,4576,directed
4576,5959,directed
7822,2063,directed
2063,1829,directed
2137,8520,directed
8520,3206,directed
8103,3985,directed
6715,4269,directed
4480,7608,directed
4741,2547,directed
2547,3061,directed
3061,3057,directed
3057,4110,directed
8328,6998,directed
1746,2099,directed
2099,8429,directed
5583,2987,directed
7270,5218,directed
3353,3228,directed
3228,3056,directed
3056,8516,directed
9549,2407,directed
2407,3473,directed
3473,5802,directed
9618,8429,directed
6106,826,directed
826,8172,directed
8172,5988,directed
3881,6894,directed
6894,7230,directed
7230,1701,directed
8643,9482,directed
7190,4269,directed
8328,3353,directed
3353,4562,directed
4562,3056,directed
3056,34,directed
8341,5742,directed
5742,7905,directed
7905,3922,directed
3922,3080,directed
1667,5651,directed
5651,5655,directed
5655,4269,directed
3737,7184,directed
6858,447,directed
447,5201,directed
1135,7905,directed
7905,1526,directed
1526,3061,directed
3061,8456,directed
8456,3353,directed
3353,1353,directed
1353,359,directed
2103,4269,directed
4269,5377,directed
8986,421,directed
8494,3775,directed
1257,762,directed
4237,4531,directed
4531,440,directed
5963,3056,directed
3056,6382,directed
2099,4526,directed
4526,7890,directed
7890,6492,directed
3240,8328,directed
8328,5000,directed
5000,9144,directed
5678,1107,directed
4123,7264,directed
7264,1681,directed
4807,8088,directed
7822,8739,directed
1349,4881,directed
4881,7591,directed
2973,9403,directed
9403,726,directed
75,4484,directed
4484,3056,directed
3056,6437,directed
6437,726,directed
7193,3985,directed
4797,8063,directed
8063,7890,directed
7890,3162,directed
3162,5506,directed
1257,8567,directed
8567,3801,directed
8328,2729,directed
2729,7608,directed
7608,8643,directed
8643,5646,directed
7822,8739,directed
837,7905,directed
7905,1678,directed
535,2369,directed
3353,7905,directed
7905,1526,directed
7991,7870,directed
6189,2748,directed
4427,6249,directed
6249,3621,directed
7591,4269,directed
7305,4741,directed
8514,7868,directed
7868,7608,directed
8011,4625,directed
4699,2270,directed
2270,5742,directed
5591,3077,directed
3077,3056,directed
3056,7764,directed
7764,8598,directed
3621,4427,directed
4427,5988,directed
7023,7822,directed
7822,5011,directed
5011,3090,directed
3090,8989,directed
2057,837,directed
3562,4531,directed
5600,7959,directed
2541,6777,directed
6777,8328,directed
8328,2458,directed
7991,4269,directed
4269,2270,directed
3621,5613,directed
5613,9516,directed
9516,5988,directed
5988,3061,directed
3061,3171,directed
9414,5931,directed
5931,8429,directed
8429,9533,directed
6416,2534,directed
2534,7608,directed
7135,1071,directed
1071,8850,directed
8850,8822,directed
9549,420,directed
420,7166,directed
7166,7606,directed
7868,7608,directed
7608,2799,directed
1411,1487,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
5988,8154,directed
8154,7663,directed
8328,7890,directed
7890,5928,directed
5928,7659,directed
7659,7960,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
5967,672,directed
7755,9170,directed
8494,3406,directed
3406,6416,directed
6416,5742,directed
5742,5620,directed
5620,8368,directed
8368,7163,directed
7163,3057,directed
3057,1373,directed
1373,7890,directed
7890,5225,directed
9089,2763,directed
2763,6251,directed
6013,5742,directed
5742,2546,directed
8893,8013,directed
8013,4526,directed
4127,5885,directed
5885,1446,directed
1446,2483,directed
2483,1221,directed
1221,8595,directed
8595,1438,directed
1438,1385,directed
1385,7426,directed
7426,4717,directed
5355,663,directed
663,2541,directed
5761,7135,directed
6704,8429,directed
8429,9198,directed
9198,3056,directed
3056,2044,directed
5810,7608,directed
376,2086,directed
2086,429,directed
7942,5056,directed
5056,3056,directed
3056,115,directed
115,5000,directed
7859,4022,directed
4022,8956,directed
2871,8242,directed
8242,115,directed
115,8434,directed
6416,3827,directed
3827,2734,directed
9549,6773,directed
6773,1829,directed
9503,7942,directed
7942,3985,directed
2520,3056,directed
3056,6339,directed
7591,3410,directed
3410,9375,directed
2541,7905,directed
7905,3345,directed
3345,621,directed
621,3056,directed
3056,218,directed
218,378,directed
378,497,directed
497,7483,directed
9549,7890,directed
7890,8438,directed
8438,8520,directed
8520,1972,directed
420,8322,directed
8322,420,directed
420,4728,directed
6281,19,directed
6641,3207,directed
1777,4531,directed
2856,1065,directed
1065,9330,directed
9330,4175,directed
3221,115,directed
115,1859,directed
387,9050,directed
5201,1128,directed
1128,6351,directed
6351,3056,directed
3056,4293,directed
4293,115,directed
3338,5742,directed
2343,4269,directed
7816,5651,directed
5651,4269,directed
3355,8220,directed
8220,2734,directed
4350,7500,directed
9198,8429,directed
8429,3056,directed
3056,2044,directed
6437,2734,directed
2734,7187,directed
7187,7890,directed
7890,7689,directed
4247,5528,directed
5528,5056,directed
2856,4741,directed
4741,8595,directed
8595,6598,directed
6598,2856,directed
2856,5742,directed
7957,2546,directed
6506,5807,directed
5807,3746,directed
4891,5742,directed
5742,1651,directed
6030,2343,directed
2343,5196,directed
5196,3056,directed
3056,115,directed
8434,8242,directed
8242,5646,directed
1676,8860,directed
4717,546,directed
5591,4531,directed
4531,2901,directed
2901,2003,directed
2003,2400,directed
7883,9262,directed
9262,3201,directed
3201,9573,directed
6416,1522,directed
1522,9516,directed
9516,3162,directed
3162,7645,directed
7645,4741,directed
717,2901,directed
2901,1939,directed
8258,3499,directed
6329,6505,directed
6505,34,directed
34,3473,directed
3473,4297,directed
4297,7245,directed
7245,2874,directed
2874,2735,directed
1265,5609,directed
5609,4214,directed
4214,3985,directed
3985,2592,directed
2592,9262,directed
9262,8514,directed
8514,1006,directed
1006,8886,directed
8886,1341,directed
1341,8520,directed
8520,6915,directed
6915,3056,directed
3056,1900,directed
1900,5121,directed
5121,4944,directed
5885,8815,directed
4516,3056,directed
3056,115,directed
420,2541,directed
6120,8134,directed
2415,9261,directed
4369,4526,directed
5991,401,directed
2541,6680,directed
6680,3056,directed
3056,8307,directed
6416,420,directed
420,837,directed
837,3951,directed
3951,5213,directed
5213,8860,directed
9198,8429,directed
8429,8767,directed
8767,2123,directed
2123,4033,directed
4033,2746,directed
490,2697,directed
6416,9412,directed
9412,7608,directed
7608,7942,directed
7942,3056,directed
3056,7041,directed
7025,9170,directed
8328,5000,directed
5000,9161,directed
9161,9097,directed
9097,2901,directed
2901,1353,directed
1353,7194,directed
7747,6514,directed
6514,6589,directed
8328,3425,directed
3425,1128,directed
1128,7964,directed
7964,7033,directed
6281,6253,directed
3621,2333,directed
6921,726,directed
7940,4670,directed
4670,7905,directed
7905,837,directed
837,1031,directed
1031,7627,directed
1671,6894,directed
6894,5798,directed
5798,2044,directed
4891,5844,directed
8258,447,directed
447,5201,directed
5201,1913,directed
1913,7163,directed
7163,3985,directed
1498,7184,directed
7184,7822,directed
4531,6704,directed
6704,2734,directed
5928,5807,directed
5807,5194,directed
1257,4201,directed
1428,1838,directed
8258,34,directed
34,7645,directed
7645,12,directed
4369,4526,directed
4526,2733,directed
2733,5196,directed
8238,273,directed
273,7822,directed
7822,9516,directed
9516,1768,directed
5646,3056,directed
3056,2369,directed
8335,8822,directed
398,5651,directed
5651,4269,directed
5651,7905,directed
7905,3495,directed
3495,1972,directed
7135,3300,directed
3300,4237,directed
7033,5988,directed
5352,5742,directed
3621,2734,directed
8328,6548,directed
6548,5742,directed
5742,3909,directed
1794,5807,directed
5807,1829,directed
1688,8756,directed
1257,9502,directed
3628,2375,directed
3221,9252,directed
9252,3056,directed
3056,1487,directed
8328,5000,directed
5000,7166,directed
7166,3632,directed
2856,1829,directed
2493,5644,directed
5644,5755,directed
2856,5235,directed
86,7033,directed
7033,3799,directed
420,8172,directed
8172,8514,directed
8514,2593,directed
2593,4789,directed
4789,2746,directed
2454,7870,directed
1128,8514,directed
8514,5976,directed
421,8986,directed
2415,4442,directed
4442,3056,directed
3056,1133,directed
8325,987,directed
987,5201,directed
5201,5363,directed
1257,4588,directed
4480,9516,directed
9516,5988,directed
4780,8242,directed
8242,8335,directed
1194,2741,directed
2741,2044,directed
8322,2875,directed
7202,3744,directed
3744,8520,directed
8520,5000,directed
7135,1017,directed
8328,7991,directed
7991,8860,directed
5421,7773,directed
4974,6895,directed
6895,3056,directed
3056,9170,directed
3641,1706,directed
1706,1741,directed
3621,2581,directed
2581,5988,directed
5988,2524,directed
2524,2746,directed
2503,3840,directed
2512,1912,directed
1912,7245,directed
7245,8429,directed
2905,6447,directed
6447,5194,directed
1755,6733,directed
1248,3056,directed
3056,2130,directed
2130,3985,directed
2856,2535,directed
2535,4201,directed
6437,1934,directed
1934,7991,directed
5331,6437,directed
6437,4269,directed
8328,5822,directed
4912,1541,directed
9549,2564,directed
2564,6593,directed
6593,8189,directed
3025,7159,directed
4385,7681,directed
7681,3206,directed
8075,826,directed
6773,1829,directed
6506,3854,directed
1341,1912,directed
4214,3426,directed
3426,3056,directed
3056,3780,directed
3780,4546,directed
3144,2689,directed
2689,8738,directed
7104,8424,directed
6416,4143,directed
4143,2415,directed
2415,9252,directed
8490,1341,directed
1341,1912,directed
1912,7773,directed
7773,5352,directed
691,8242,directed
8242,1128,directed
1128,6076,directed
6076,4994,directed
7805,6339,directed
4396,8893,directed
8893,5000,directed
5000,1353,directed
1353,8514,directed
6106,2593,directed
2593,3245,directed
3245,2165,directed
5196,5056,directed
5056,2901,directed
2901,8517,directed
2099,4877,directed
8345,6352,directed
8011,9549,directed
9549,3056,directed
3056,7890,directed
7890,2554,directed
2554,7390,directed
672,6416,directed
6416,1353,directed
1353,2201,directed
3621,7627,directed
7816,9170,directed
12,8727,directed
8727,6895,directed
1065,9330,directed
9330,4175,directed
1157,3056,directed
3056,2454,directed
2454,7870,directed
2856,7019,directed
7019,6239,directed
6921,2254,directed
2254,7230,directed
7230,1701,directed
8328,8242,directed
8242,4526,directed
4526,8014,directed
8014,5506,directed
3221,8520,directed
8520,4335,directed
4335,1740,directed
9382,1863,directed
1863,708,directed
2910,4433,directed
4603,2454,directed
5352,5742,directed
6704,5303,directed
5303,4494,directed
4494,3056,directed
3056,2415,directed
2415,4741,directed
297,1913,directed
1913,4269,directed
4211,1665,directed
1665,2063,directed
3646,9262,directed
9262,5674,directed
420,2541,directed
2541,7230,directed
7230,4113,directed
4113,9516,directed
9516,5000,directed
5000,4036,directed
4036,1153,directed
1153,4994,directed
5889,7079,directed
2147,1623,directed
2856,3641,directed
3641,1741,directed
4531,4526,directed
4526,5222,directed
9473,3621,directed
3621,2593,directed
4082,2463,directed
2463,2799,directed
2799,5056,directed
5056,2901,directed
2901,8517,directed
3140,3024,directed
8328,433,directed
433,1651,directed
5486,8002,directed
4082,2799,directed
7033,5988,directed
5988,2524,directed
2524,2746,directed
5433,6111,directed
6111,3056,directed
3056,1972,directed
1972,2044,directed
4369,2551,directed
2551,2099,directed
2099,7973,directed
7021,837,directed
276,6704,directed
6704,1199,directed
7184,4484,directed
5578,246,directed
2323,7608,directed
8761,4269,directed
4269,4513,directed
2819,8739,directed
8739,4526,directed
5844,2688,directed
2688,9488,directed
6074,5885,directed
5885,4526,directed
8328,5892,directed
5892,5742,directed
5742,1403,directed
1403,420,directed
420,837,directed
2733,2232,directed
7591,4269,directed
420,822,directed
6479,3056,directed
3056,8516,directed
9549,9144,directed
3300,1900,directed
6106,4427,directed
4427,3355,directed
3355,3621,directed
3621,9516,directed
9516,6469,directed
6469,86,directed
4526,6106,directed
6106,4427,directed
5651,5674,directed
5674,2055,directed
2055,1829,directed
6514,4576,directed
4576,1829,directed
7991,2734,directed
7369,7771,directed
7771,7773,directed
7773,9097,directed
6363,457,directed
457,7890,directed
7890,8520,directed
8520,115,directed
7110,8514,directed
8514,2535,directed
2535,1312,directed
6901,3056,directed
3056,6349,directed
3358,1701,directed
1701,3056,directed
3056,2044,directed
2044,9002,directed
9002,8429,directed
5196,2799,directed
7194,4676,directed
4676,2901,directed
2901,764,directed
764,2872,directed
5196,694,directed
8328,7890,directed
7890,3057,directed
3057,8402,directed
8402,7194,directed
7194,9516,directed
9516,6871,directed
6871,1436,directed
1436,1972,directed
5431,5651,directed
5651,4269,directed
3985,1257,directed
1257,8520,directed
8520,2397,directed
2397,5583,directed
5583,6687,directed
4526,7905,directed
7905,5000,directed
5000,6492,directed
6492,3412,directed
2819,6434,directed
6434,4526,directed
8328,4526,directed
4526,2856,directed
2856,4864,directed
2973,7771,directed
2122,4497,directed
850,4427,directed
4427,6437,directed
6437,880,directed
2856,1640,directed
1640,9488,directed
74,7184,directed
4211,2834,directed
2834,8035,directed
8328,7608,directed
7608,3057,directed
3057,8923,directed
8634,7494,directed
5899,2551,directed
2551,4526,directed
1257,5436,directed
5436,672,directed
3206,5965,directed
5965,8739,directed
8739,7608,directed
762,8242,directed
8242,7593,directed
7033,3799,directed
8328,457,directed
457,9252,directed
6079,8513,directed
8513,4269,directed
1257,8513,directed
8513,6079,directed
8401,4324,directed
2415,4015,directed
4015,7591,directed
1565,115,directed
8328,3780,directed
3780,7608,directed
7608,7487,directed
7487,3057,directed
3057,8966,directed
8966,8279,directed
4387,8893,directed
8893,8670,directed
421,6197,directed
6197,9138,directed
9138,1988,directed
8328,420,directed
420,826,directed
1974,313,directed
313,826,directed
3825,6587,directed
6587,4792,directed
8328,9252,directed
9252,7945,directed
7945,4526,directed
2541,7905,directed
7905,1678,directed
1678,621,directed
621,3056,directed
3056,6680,directed
4211,2473,directed
4480,420,directed
420,2541,directed
3297,3056,directed
3056,721,directed
7590,2799,directed
2799,3221,directed
3221,3056,directed
3056,115,directed
2856,5651,directed
5651,4269,directed
3206,1829,directed
5006,826,directed
6076,9549,directed
9549,7890,directed
7890,1353,directed
1353,3922,directed
3922,1990,directed
1990,793,directed
793,4362,directed
4576,726,directed
726,5646,directed
5121,9516,directed
9516,7627,directed
7627,8775,directed
8775,2037,directed
1704,41,directed
8328,8434,directed
8434,7184,directed
7184,2897,directed
2897,3951,directed
3951,3969,directed
5047,3775,directed
3775,7773,directed
7773,4991,directed
289,1913,directed
1913,4269,directed
8513,6079,directed
6079,2816,directed
2816,7822,directed
408,205,directed
3279,6349,directed
8893,5148,directed
7919,3818,directed
3818,8456,directed
8456,6894,directed
6051,1701,directed
1338,6079,directed
2934,7243,directed
7041,2589,directed
8513,6079,directed
5651,3985,directed
2713,6263,directed
6263,8520,directed
8520,6895,directed
6895,12,directed
8725,3985,directed
8011,8328,directed
8328,6263,directed
6263,7945,directed
7278,8182,directed
8963,636,directed
8711,7663,directed
7663,7905,directed
7905,5988,directed
4065,4475,directed
4475,8595,directed
8595,573,directed
602,5196,directed
5196,2418,directed
6118,4297,directed
4297,5674,directed
3199,7110,directed
7110,837,directed
3621,617,directed
617,5892,directed
5892,9636,directed
9636,4194,directed
6960,6551,directed
6551,1526,directed
9252,2343,directed
2343,4269,directed
4526,801,directed
8390,8131,directed
7135,8510,directed
2216,5680,directed
5680,4526,directed
2551,6514,directed
8350,420,directed
420,826,directed
376,4439,directed
4439,7838,directed
7838,4607,directed
4607,2707,directed
8011,7905,directed
7905,4244,directed
4244,1181,directed
1181,74,directed
74,8809,directed
7356,3358,directed
3199,2454,directed
7991,837,directed
8574,8769,directed
2734,1795,directed
6106,4427,directed
4427,5988,directed
5988,8520,directed
8520,2397,directed
4695,2901,directed
2901,6514,directed
6514,8172,directed
1447,4497,directed
2624,1182,directed
8011,9549,directed
9549,7890,directed
7890,6147,directed
6147,4531,directed
4531,9533,directed
4099,5352,directed
5352,5742,directed
5892,8493,directed
5651,837,directed
1257,5694,directed
5694,4531,directed
5305,5849,directed
5849,4994,directed
4994,9097,directed
6189,5651,directed
5651,115,directed
115,4269,directed
4211,6004,directed
8328,7890,directed
7890,2216,directed
2216,2074,directed
2074,2541,directed
7110,8514,directed
2856,12,directed
1887,420,directed
420,826,directed
3240,8328,directed
8328,826,directed
826,1403,directed
2275,2480,directed
2480,3056,directed
3056,1128,directed
1128,5143,directed
5143,8172,directed
8172,6774,directed
8328,5000,directed
5000,6617,directed
6895,4781,directed
447,5201,directed
5201,1913,directed
1913,5377,directed
5377,4269,directed
4531,1371,directed
7023,2970,directed
8514,3704,directed
3704,2551,directed
2551,1721,directed
7627,3621,directed
3621,229,directed
1927,8954,directed
5813,1741,directed
7019,3985,directed
6996,3985,directed
2076,3056,directed
3056,2114,directed
2856,5694,directed
5694,3056,directed
3056,6339,directed
6617,517,directed
517,8769,directed
6065,2685,directed
2685,7905,directed
7905,3057,directed
3057,5628,directed
5628,1257,directed
9255,9182,directed
3415,8374,directed
5056,5902,directed
420,2541,directed
9549,5000,directed
5000,5433,directed
5433,6894,directed
9141,12,directed
12,3056,directed
3056,2369,directed
8011,5742,directed
7033,5027,directed
5027,6031,directed
9549,4259,directed
4259,7184,directed
5544,4269,directed
3593,4148,directed
4148,2147,directed
2147,2734,directed
2734,3056,directed
3056,5742,directed
8739,7822,directed
7110,8739,directed
3985,2546,directed
2546,6353,directed
8893,289,directed
2466,4089,directed
4089,7608,directed
155,5352,directed
5352,5742,directed
8328,7023,directed
7023,4237,directed
3606,5128,directed
2415,7401,directed
7957,2546,directed
7135,4974,directed
8328,607,directed
607,6492,directed
6492,5245,directed
5245,2789,directed
8345,341,directed
4532,4611,directed
8986,7230,directed
7230,1701,directed
1701,8814,directed
8814,6552,directed
6552,3127,directed
826,2136,directed
9549,7110,directed
7110,8860,directed
5195,5506,directed
5506,420,directed
420,826,directed
826,34,directed
3985,7291,directed
7291,7869,directed
5352,5742,directed
8328,826,directed
826,1403,directed
1403,3056,directed
3056,3780,directed
3780,2375,directed
4428,3641,directed
3621,5742,directed
5742,9516,directed
9516,5988,directed
8492,5742,directed
5742,1651,directed
2551,9097,directed
87,6485,directed
6516,8476,directed
6964,3056,directed
3056,115,directed
4728,8051,directed
8051,8322,directed
2454,6416,directed
6416,1912,directed
1912,3922,directed
3922,2512,directed
9549,3056,directed
3056,7890,directed
7890,6582,directed
5196,2343,directed
1721,3056,directed
3056,8717,directed
8717,5742,directed
1167,8739,directed
8739,2454,directed
8011,7135,directed
7135,4462,directed
4462,1913,directed
1913,8085,directed
5518,2270,directed
5309,4269,directed
9394,3067,directed
3067,2208,directed
2208,3621,directed
3621,5742,directed
3473,1488,directed
8711,1177,directed
1177,2415,directed
8328,7890,directed
7890,9123,directed
7110,8514,directed
1323,6382,directed
5195,2546,directed
2546,7032,directed
7032,636,directed
4531,2415,directed
2415,6518,directed
6518,5892,directed
5892,4269,directed
9154,5195,directed
2551,3077,directed
7822,8739,directed
5651,4269,directed
1676,7027,directed
2856,12,directed
12,3499,directed
7991,7608,directed
7608,5056,directed
4798,8893,directed
8893,1829,directed
